year,rank,name,genre,lyricist,lyrics
1980,11,그 이유가 내겐 아픔이었네,발라드,유현상,"잊는다는 슬픔보다
 잊어야 한다는 이유가
 내겐 너무도 서글픈 아픔이었네
 잊어야 하는 마음을
 가을비는 아는 듯이
 내게 찾아와 조용히 손짓을 하네
 뺨을 스치는 찬 바람도
 보고픔에 목이 메어
 고개 숙이고
 내게 손짓하던 가을비도
 할 말 잃어 차가운
 눈동자에 줄을 댄다
 잊어야 하는 그 이유가
 내게는 아픔이었네
 내게는 아픔이었네
 
 뺨을 스치는 찬 바람도
 보고픔에 목이 메어
 고개 숙이고
 내게 손짓하던 가을비도
 할 말 잃어 차가운
 눈동자에 줄을 댄다
 잊어야 하는 그 이유가
 내게는 아픔이었네
 내게는 아픔이었네"
1980,12,그것만이 내세상,록/메탈,최성원,"세상을 너무나 모른다고
 나보고 그대는 얘기하지
 조금은 걱정된 눈빛으로
 조금은 미안한 웃음으로
 그래 아마 난 세상을 모르나봐
 혼자 이렇게 먼 길을 떠났나봐
 
 하지만 후횐없지
 울며 웃던 모든 꿈
 그것만이 내 세상
 하지만 후횐없어
 찾아 헤맨 모든 꿈
 그것만이 내 세상
 그것만이 내 세상
 
 세상을 너무나 모른다고
 나 또한 너에게 얘기하지
 조금은 걱정된 눈빛으로
 조금은 미안한 웃음으로
 그래 아마 난 세상을 모르나봐
 혼자 그렇게 그 길에 남았나봐
 
 하지만 후횐없지
 울며 웃던 모든 꿈
 그것만이 내 세상
 하지만 후횐없어
 바꿔봤던 모든 꿈
 그것만이 내 세상
 그것만이 내 세상"
1980,13,그날,성인가요/트로트,이철식,"언덕위에 손잡고
 거닐던 길목도 아스라이
 멀어져 간 소중했던 옛 생각을
 돌이켜 그려보네
 
 나래치는 가슴이
 서러워 아파와 한숨지며
 그려보는 그 사람을 기억하나요
 지금 잠시라도
 
 달의 미소를 보면서
 내 너의 두 손을 잡고
 두나 별들의 눈물을 보았지
 고요한 세상을 우
 우우우우 우우우 우우우우
 
 한아름에 꽃처럼
 보여지며 던진 내 사랑에
 웃음지며 님의 소식 전한 마음
 한없이 보내본다
 
 
 달의 미소를 보면서
 내 너의 두 손을 잡고
 두나 별들의 눈물을 보았지
 고요한 세상을 우
 우우우우 우우우 우우우우
 
 한아름에 꽃처럼
 보여지며 던진 내 사랑에
 웃음지며 님의 소식 전한 마음
 한없이 보내본다 -"
1980,14,그댄 봄비를 무척 좋아하나요,포크/블루스,이혜민,"그댄 봄비를
 무척 좋아하나요
 나는요 비가오면
 추억속에 잠겨요
 그댄 바람소리
 무척 좋아 하나요
 나는요 바람불면
 바람속을 걸어요
 외로운 내가슴에
 남 몰래 다가와
 사랑 심어놓고
 떠나간 그 사람을
 나는요 정말
 미워하지 않아요
 그댄 낙엽지면
 무슨 생각 하나요
 나는요 둘이걷던
 솔밭길 홀로 걸어요
 
 그댄 봄비를
 무척 좋아하나요
 나는요 비가오면
 추억속에 잠겨요
 외로운 내가슴에
 남 몰래 다가와
 사랑 심어놓고
 떠나간 그 사람을
 나는요 정말
 미워하지 않아요
 그댄 낙엽지면
 무슨 생각 하나요
 나는요 둘이걷던
 솔밭길 홀로 걸어요
 솔밭길 홀로 걸어요
 솔밭길 홀로 걸어요"
1980,15,그저 바라볼수만 있어도,성인가요/트로트,유익종,"이밤 한마디 말없이
 슬픔을 잊고져
 멀어진 그대의 눈빛을
 그저 잊고져
 작은 그리움이 다가와
 두눈을 감을때
 가슴을 스치는것이
 무엇인지 모르오
 그저 바라볼 수만 있어도
 좋은 사람
 그리워 떠오르면
 가슴만 아픈사람
 우리 헤어짐은 멀어도
 마음에 남아서
 창문 흔들리는 소리에
 돌아보는 마음
 
 그저 바라볼 수만 있어도
 좋은 사람
 그리워 떠오르면 가슴만
 아픈 사람
 우리 헤어짐은 멀어도
 마음에 남아서
 창문 흔들리는 소리에
 돌아보는 마음"
1980,16,기다리는 여심,성인가요/트로트,안언자,"내 마음 외로울땐 눈을 감아요
 자꾸만 떠오르는 그대 생각에
 가슴에 느껴지는 사랑에 숨결
 멀리서 아득하게 전해 오네요
 사랑이 끝났을 때
 남겨진 이야기는
 시들은 꽃잎처럼
 흐르는 세월이 아쉬워 하겠지
 내 마음 서러울땐 하늘을 봐요
 흐르는 구름 위에 마음 띄우며
 내 곁에 와 달라고 기원하면서
 오늘도 기다리는 여인입니다
 사랑이 끝났을 때
 남겨진 이야기는
 시들은 꽃잎처럼
 흐르는 세월이 아쉬워 하겠지
 내 마음 서러울땐 하늘을 봐요
 흐르는 구름위에 마음 띄우며
 내곁에 와 달라고 기원하면서
 오늘도 기다리는 여인입니다
 오늘도 기다리는 여인입니다"
1980,17,꿈에,발라드,조덕배,"꿈에 어제 꿈에 보았던
 이름모를 너를 난 못잊어
 본적도 없고 이름도 모르는
 지난 꿈 스쳐간 여인이여
 
 이밤에 곰곰히 생각해보니
 어디선가 본듯한 바로 그 모습
 떠오르는 모습 잊었었던 사람
 어느해 만났던 여인이여
 
 어느 가을 만났던 사람이여
 난 눈을 뜨면 꿈에서 깰까봐
 난 눈 못뜨고 그대를 보네
 
 물거품처럼 깨져버린 내꿈이여
 오늘밤엔 그대여 와요
 난 눈을 뜨면 사라지는 사람이여
 난 눈 못뜨고 그대를 또보네
 
 물거품처럼 깨져버린 내 꿈이여
 오늘 밤에 그대여 와요
 
 어느 가을 만났던 사람이여
 난 눈을 뜨면 꿈에서 깰까봐
 난 눈 못뜨고 그대를 보네
 
 물거품처럼 깨져버린 내꿈이여
 오늘밤엔 그대여 와요
 난 눈을 뜨면 사라지는 사람이여
 난 눈 못뜨고 그대를 또보네
 
 물거품처럼 깨져버린 내 꿈이여
 오늘 밤에 그대여 와요 -"
1980,18,나 항상 그대를,발라드,김민정,"나 항상 그대를
 보고파 하는데
 맘처럼 가까울 수 없어
 오늘도 빛 바랜
 낡은 사진 속의
 그대 모습 그리워하네
 나 항상 그대를
 그리워 하는데
 그대는 어디로 떠났나
 다정한 그 모습
 눈물로 여울져
 그대여 내게 돌아와요
 돌아와 그대
 내게 돌아와
 난 온통 그대 생각뿐이야
 불 같은 나의 사랑
 피할 수 없어
 그대여 내게
 음 돌아와요
 나 항상 그대를
 그리워 하는데
 그대는 어디로 떠났나
 다정한 그 모습
 눈물로 여울져
 그대여 내게 돌아와요
 돌아와 그대
 내게 돌아와
 난 온통 그대 생각뿐이야
 불 같은 나의 사랑
 피할 수 없어
 그대여 내게
 돌아와 그대
 내게 돌아와
 난 온통 그대 생각뿐이야
 불 같은 나의 사랑
 피할 수 없어
 그대여 내게
 우 돌아와요"
1980,19,나도야 간다,록/메탈,김수철,"봄이 오는 캠퍼스
 잔디밭에
 팔베개를 하고 누워
 편지를 쓰네
 노랑나비 한마리
 꽃잎에 앉아
 잡으려고 손내미니
 날아가 버렸네
 떠난 사람 꽃잎위에
 못다쓴 사랑
 종이비행기 만들어
 날려버렸네
 나도야 간다
 나도야 간다
 젊은 나이를
 눈물로 보낼 수 있나
 나도야 간다
 나도야 간다
 님 찾아 꿈 찾아
 나도야 간다
 
 집으로 돌아갈때
 표를 사들고
 지하철 벤치위에
 앉아있었네
 메마른 기침소리
 돌아보니까
 꽃을 든 여인하나
 울고 있었네
 마지막 지하열차
 떠난 자리엔
 그녀는 간데없고
 꽃한송이뿐
 나도야 간다
 나도야 간다
 젊은 세월을
 눈물로 보낼 수 있나
 나도야 간다
 나도야 간다
 사랑찾아 나도야 간다
 예예예"
1980,20,나뭇잎 사이로,포크/블루스,조동진,"나뭇잎 사이로 파란 가로등
 그 불빛 아래로
 너의 야윈 얼굴
 지붕들 사이로 좁다란 하늘
 그 하늘 아래로 사람들 물결
 여름은 벌써 가 버렸나
 거리엔 어느새 서늘한 바람
 계절은 이렇게 쉽게 오가는데
 
 우린 또 얼마나 어렵게
 사랑해야 하는지
 나뭇잎 사이로 여린 별 하나
 그 별빛 아래로
 너의 작은 꿈이
 
 어둠은 벌써 밀려왔나
 거리엔 어느새 정다운 불빛
 그 빛은 언제나
 눈 앞에 있는데
 
 우린 또 얼마나 먼 길을
 돌아가야 하는지
 나뭇잎 사이로 파란 가로등
 그 불빛 아래로
 너의 야윈 얼굴"
1980,21,나홀로 뜰 앞에서,댄스,김창훈,"그리우면 나홀로 뜰앞에 나와 거닐었었네
 
 
 
 아름답게 피어난 꽃을 바라보며 옛일을 생각하네
 
 
 
 생각나면 나홀로 까만 밤 하늘 쳐다보았네
 
 
 
 둥글게 떠오른 하얀 달을 보며 그대를 그려보네
 
 
 
 *repeat>흰 눈이 펑펑 내리던 날 말없이
 
 
 
 슬픈 발자욱 남기고 떠나갔네
 
 
 
 생각나면 나홀로 찻집에 나와 차를 마셨네
 
 
 
 쓸쓸하게 풍기는 향기 맡으며
 
 
 
 지난 일 생각하네
 
 
 
 **>그대 다시 올 수 없나
 
 
 
 보고파 불러보네
 
 
 
 그대 돌아올 수 없나
 
 
 
 뜰 앞을 서성이네"
1980,22,난 아직 모르잖아요,발라드,이영훈,"세월이 흘러가면
 어디로 가는지
 나는 아직 모르잖아요
 그대 내 곁에 있어요
 떠나가지 말아요
 나는 아직 그대 사랑해요
 그대가 떠나가면
 어디로 가는지
 나는 알 수가 없잖아요
 그대 내 곁에 있어요
 떠나가지 말아요
 나는 아직 그대 사랑해요
 혼자 걷다가 어두운 밤이 오면
 그대 생각나 울며 걸어요
 그대가 보내준 새하얀 꽃잎도
 나의 눈물에 시들어 버려요
 그대가 떠나가면
 어디로 가는지
 나는 알 수가 없잖아요
 그대 내 곁에 있어요
 떠나가지 말아요
 나는 아직 그대 사랑해요
 
 혼자 걷다가 어두운 밤이 오면
 그대 생각나 울며 걸어요
 그대가 보내준 새하얀 꽃잎도
 나의 눈물에 시들어 버려요
 그대가 떠나가면
 어디로 가는지
 나는 알 수가 없잖아요
 그대 내 곁에 있어요
 떠나가지 말아요
 나는 아직 그대 사랑해요"
1980,23,날개,성인가요/트로트,조운파,"일어나라 아이야 다시한번 걸어라
 뛰어라 젊음이여 꿈을 안고 뛰어라
 날아라 날아라 고뇌에찬 인생이여
 일어나 뛰어라 눕지말고 날아라
 어느누가 청춘을 흘러가는 물이라했나
 어느누가 인생을 떠도는 구름이라 했나
 
 날아라 날아라 고뇌에찬 인생이여
 일어나 뛰어라 눕지말고 날아라
 어느누가 청춘을 흘러가는 물이라했나
 어느누가 인생을 떠도는 구름이라 했나"
1980,24,남남,발라드,최성수,"그토록 사랑했던 그녀가
 오늘밤 내 곁에서 떠나갔네
 소리를 내지는 않았지만
 어깨를 들썩이며 돌아섰네
 담배 연기에 눈물을
 흘릴 뿐이라고 말했지만
 슬픔이 물처럼 가슴에
 고여있기 때문이죠
 오늘밤만 내게 있어줘요
 더 이상 바라지 않겠어요
 아침이면 모르는 남처럼
 잘 가라는 인사도 없이
 사랑해요 그것뿐이였어요
 사랑해요 정말로 사랑했어요
 
 오늘밤만 내게 있어줘요
 더 이상 바라지 않겠어요
 아침이면 모르는 남처럼
 잘 가라는 인사도 없이
 사랑해요 그것뿐이였어요
 사랑해요 정말로 사랑했어요"
1980,25,내 마음 당신곁으로,성인가요/트로트,김기표,"당신의 빛나던 눈동자 위에
 
 흐르는 한줄기 눈물 때문에
 
 이 마음 차가운 바람 불어와
 
 떨어진 낙엽이 되었네
 
 잊으려 잊으려 애를 써봐도
 
 당신의 따뜻한 미소 때문에
 
 이 마음 영원히 함께 타오를
 
 사랑의 촛불이 되었네
 
 바람 불어와 내 몸이 날려도
 
 당신 때문에 외로운 내 마음
 
 모든 것이 다 지나가 버려도
 
 내 마음은 당신 곁으로
 
 
 
 당신을 너무나 사랑 했기에
 
 수많은 미련이 나를 찾지만
 
 이제는 영원히 잡을 수 없는
 
 지나간 추억이 되었네
 
 바람 불어와 내 몸이 날려도
 
 당신 때문에 외로운 내 마음
 
 모든 것이 다 지나가 버려도
 
 내 마음은 당신 곁으로
 
 바람 불어와 내 몸이 날려도
 
 당신 때문에 외로운 내 마음
 
 모든 것이 다 지나가 버려도
 
 내 마음은 당신 곁으로
 
 
 
 바람 불어와 내 몸이 날려도
 
 당신 때문에 외로운 내 마음
 
 모든 것이 다 지나가 버려도"
1980,26,내가 (대상),발라드,김학래,"이 세상에 기쁜 꿈 있으니 가득한 사랑의 눈을 내리고
 우리 사랑에 노래 있다면 아름다운 생 찾으리다
 
 이 세상에 슬픈 꿈 있으니 외로운 마음의 비를 적시고
 우리 그리움에 날개 있다면 상념의 방랑자 되리다
 
 이 내 마음 다하도록 사랑한다면 슬픔과 이별 뿐이네
 이 내 온정 다하도록 사랑한다면 진실과 믿음 뿐이네
 
 내가 말 없는 방랑자라면 이 세상의 돌이 되겠소
 내가 님 찾는 떠돌이라면 이 세상 끝까지 가겠소
 
 이 세상에 기쁜 꿈 있으니 가득한 사랑의 눈을 내리고
 우리 사랑에 노래 있다면 아름다운 생 찾으리다
 
 내가 말 없는 방랑자라면 이 세상의 돌이 되겠소
 내가 님 찾는 떠돌이라면 이 세상 끝까지 가겠소
 
 이 세상 끝까지 가겠소 이 세상 끝까지 가겠소"
1980,27,내 아픔 아시는 당신께,발라드,조하문,"어둠을 헤치는 세월은
 말없이 흘러만 가는데
 지나간 시간이 서러워
 한없는 눈물만 흐르네
 그러던 어느 날 사랑을 만났네
 누구도 느낄 수 없는
 내 아픔 아시는 당신께
 내 모든 사랑드려요
 이 눈물 보시는 당신에게
 내 마음드려요
 
 어느덧 구름은 걷히고
 따스한 햇살이 내게로
 젖었던 내 마음 마르고
 파아란 하늘이 감싸오네
 이제는 나는 사랑을 배웠네
 누구도 느낄 수 없는
 내 아픔 아시는 당신께
 내 모든 사랑드려요
 이 눈물 보시는 당신에게
 내 마음드려요
 내 아픔 아시는 당신께
 내 모든 사랑드려요
 이 눈물 보시는 당신에게
 내 마음드려요"
1980,28,내일,록/메탈,김수철,"스쳐가는 은빛 사연들이
 밤하늘에 가득차고
 풀나무에 맺힌 이슬처럼
 외로움이 찾아 드네
 별따라간 사랑 불러보다
 옛 추억을 헤아리면
 눈동자에 어린 얼굴들은
 잊혀져간 나의 모습
 흘러 흘러 세월가면
 무엇이 될까
 멀고도 먼 방랑길을
 나 홀로 가야하나
 한송이 꽃이 될까
 내일 또 내~일
 
 흘러 흘러 세월가면
 무엇이 될까
 멀고도 먼 방랑길을
 나 홀로 가야하나
 한송이 꽃이 될까
 내일 또 내~일
 내일 또 내~일
 내일 또 내~일"
1980,29,내일이 찾아와도,성인가요/트로트,오춘복,"내가 떠나던 그날
 눈물대신 웃음을 보였네
 차마 울지 못한 마음은
 아쉬움 때문이었네
 내가 떠나던 그 다음날
 웃음대신 눈물을 흘렸네
 혼자라는 아픔만이
 내곁으로 밀려왔네
 내곁을 떠나버린
 마지막 순간
 보내야했던 마음을
 너는 알 수 없을거야
 내일이 찾아와도
 너는 나를 찾지않겠지만
 내일이 찾아와도
 나는 너를 기다릴테야
 
 내곁을 떠나버린
 마지막 순간
 보내야 했던 마음을
 너는 알 수 없을거야
 내일이 찾아와도
 너는 나를 찾지 않겠지만
 내일이 찾아와도
 나는 너를 기다릴테야
 나는 너를 기다릴테야"
1980,30,눈물의 파티,록/메탈,박건호,"파티 파티가 시작될 때
 나는 너를 보고 말았네
 우린 처음 본 사람처럼
 그냥 서로 인사만 하네
 사람들은 모두가
 즐거워만 하는데
 서로 얼굴을 붉히면서
 너와 나는 괴로워하네
 우리들은 이렇게
 외면하고 있지만
 서로가 괴로운 표정을
 말없이 보고 있겟지
 아무렇지 않은 듯
 우린 여기 있지만
 서로가 괴로운 표정을
 말없이 보고 있겠지
 
 오늘 우리들의 파티는
 너와 나의 아픈 시간들
 이제 우린 타인이 되어
 슬픈 잔을 마셔야 하네
 사람들은 모두가
 즐거워만 하는데
 서로 슬픈 모습 감추며
 너와 나는 울어야 하네
 사람들은 모두가
 즐거워만 하는데"
1980,31,님그림자,성인가요/트로트,김욱,"저만치 앞서가는 님 뒤로
 
 그림자 길게 드린 밤
 
 님의 그림자 밟으려하니
 
 서러움이 가슴에 이네
 
 님은 나의 마음 헤아릴까
 
 별만 해듯거린 밤
 
 휘훵한 달빛아래 님 뒤로
 
 긴 그림자 밟을 날 없네
 
 
 
 저만치 앞서가는 님 뒤로
 
 그림자 길게 드린 밤
 
 님의 그림자 밟으려하니
 
 서러움이 가슴에 이네
 
 님은 나의 마음 헤아릴까
 
 별만 헤듯 거린 밤
 
 휘훵한 달빛아래 님 뒤로
 
 긴 그림자 밟을 날 없네"
1980,32,단발머리,성인가요/트로트,박건호,"그 언젠가 나를 위해
 꽃다발을 전해주던 그 소녀
 오늘따라 왜 이렇게
 그 소녀가 보고싶을까
 비에 젖은 풀잎처럼
 단발머리 곱게 빗은 그소녀
 반짝이는 눈망울이
 내 마음에 되살아 나네
 내마음 외로워질때면
 그날을 생각하고
 그날이 그리워질때면
 꿈길을 헤매는데
 못잊을 그리움 남기고
 그소녀 데려간
 세월이 미워라
 그 언젠가 나를 위해
 꽃다발을 전해주던 그 소녀
 오늘따라 왜 이렇게
 그 소녀가 보고싶을까
 비에 젖은 풀잎처럼
 단발머리 곱게 빗은 그소녀
 반짝이는 눈망울이
 내 마음에 되살아 나네
 내마음 외로워질때면
 그날을 생각하고
 그날이 그리워질때면
 꿈길을 헤매는데
 못잊을 그리움 남기고
 그소녀 데려간
 세월이 미워라
 그 언젠가 나를 위해
 꽃다발을 전해주던 그 소녀
 오늘따라 왜 이렇게
 그 소녀가 보고싶을까
 비에 젖은 풀잎처럼
 단발머리 곱게 빗은 그소녀
 반짝이는 눈망울이
 내 마음에 되살아 나네
 그 언젠가 나를 위해
 꽃다발을 전해주던 그 소녀"
